TITLE,PRODUCTION_COMPANY,LOCATIONS,RELEASE_YEAR
Twisted,Paramount Pictures,"Red's Java House (Pier 30-32, The Embarcadero)",2004
Twisted,Paramount Pictures,Piers 30-32,2004
Twisted,Paramount Pictures,Pier 39,2004
Twisted,Paramount Pictures,Pier 24,2004
Twisted,Paramount Pictures,Mojito (1337-1339 Grant Avenue),2004
Twisted,Paramount Pictures,"McCovey Point, China Basin Park (24 Willy Mays Plaza)",2004
Twisted,Paramount Pictures,Veterans' War Memorial Building (401 Van Ness Avenue),2004
Twisted,Paramount Pictures,,2004
Twisted,Paramount Pictures,La Bodega (1332 Grant Avenue at Vallejo),2004
Twisted,Paramount Pictures,Vesuvio Café (255 Columbus Avenue),2004
Twisted,Paramount Pictures,The Saloon (1232 Grant Avenue),2004
Under the Tuscan Sun,Touchstone Pictures,Mecca Restaurant (2029 Market Street),2003
Until the End of the World,Village Roadshow Pictures,"Tosca Café (242 Columbus Avenue, North Beach)",1991
Vegas in Space,Troma Entertainment,Project Artaud (Florida Street),1992
Vegas in Space,Troma Entertainment,Corona Heights Park,1992
Vegas in Space,Troma Entertainment,544 Natoma (SOMA),1992
Vegas in Space,Troma Entertainment,422 Oak Street at Laguna,1992
Vegas in Space,Troma Entertainment,3567 18th Street,1992
Vegas in Space,Troma Entertainment,Under Highway 101 (near Potrero and Cesar Chavez Streets),1992
Venom,"L.O.Z. Productions, Inc.",O'Farrell between Leavenworth and Jones,2018
Venom,"L.O.Z. Productions, Inc.",Grant Ave btwn California and Clay,2018
Venom,"L.O.Z. Productions, Inc.",Grant Ave btwn Clay and Jackson,2018
Venom,"L.O.Z. Productions, Inc.",Kearny Steps/btwn Green and Pacific,2018
Venom,"L.O.Z. Productions, Inc.",Taylor St Hill btwn Pacific and Greenwich,2018
Venom,"L.O.Z. Productions, Inc.","Huntington Park, Pine/Kearny, Bush/Hyde",2018
Venom,"L.O.Z. Productions, Inc.","North Beach: Kearny/Vallejo, Kearny/Broadway, Broadway/Columbus",2018
Venom,"L.O.Z. Productions, Inc.",Embarcadero at Harrison St,2018
Venom,"L.O.Z. Productions, Inc.",Stockton Tunnel btwn Sutter and Sacramento,2018
Venom,"L.O.Z. Productions, Inc.",Grant Ave btwn Pine and Jackson,2018
Venom,"L.O.Z. Productions, Inc.",California St btwn Drumm and Sansome,2018
Venom,"L.O.Z. Productions, Inc.",Embarcadero btwn Folsom and Bryant,2018
Venom,"L.O.Z. Productions, Inc.",Montgomery St and Vallejo St,2018
Venom,"L.O.Z. Productions, Inc.",Grant Ave at Green St,2018
Venom,"L.O.Z. Productions, Inc.",Geary St at Leavenworth St,2018
Venom,"L.O.Z. Productions, Inc.",Romolo St and Fresno Pl,2018
Venom,"L.O.Z. Productions, Inc.",Grant Ave btwn Washington and Jackson,2018
Venom,"L.O.Z. Productions, Inc.",Hyde St at Chestnut St,2018
Venom,"L.O.Z. Productions, Inc.",Washington Square Park - Filbert St at Stockton St,2018
Venom,"L.O.Z. Productions, Inc.",Edinburgh Castle (950 Geary Street),2018
Venom,"L.O.Z. Productions, Inc.",Hemlock Alley btwn Polk and Larkin,2018
Venom,"L.O.Z. Productions, Inc.",California St at Montgomery St,2018
Venom,"L.O.Z. Productions, Inc.",Larkin St btwn Post and Geary,2018
Venom,"L.O.Z. Productions, Inc.",Financial District,2018
Venom,"L.O.Z. Productions, Inc.",Potrero Hill: Rhode Island btwn 15th and 16th,2018
Venom,"L.O.Z. Productions, Inc.","Epic Steakhouse, 369 Embarcadero",2018
Venom: Let There Be Carnage,SM Film Productions,O'Farrell between Leavenworth and Jones,2021
Venom: Let There Be Carnage,SM Film Productions,Antonio Street,2021
Venom: Let There Be Carnage,SM Film Productions,238 Columbus,2021
Venom: Let There Be Carnage,SM Film Productions,"Grace Cathedral Church, 1100 California Street",2021
Venom: Let There Be Carnage,SM Film Productions,Mariposa and DeHaro,2021
Venom: Let There Be Carnage,SM Film Productions,Coit Tower,2021
Venom: Let There Be Carnage,SM Film Productions,Palace of Fine Arts,2021
Venom: Let There Be Carnage,SM Film Productions,Sutter Stockton Garage,2021
Venom: Let There Be Carnage,SM Film Productions,6th Street and Jessie Street,2021
Venom: Let There Be Carnage,SM Film Productions,Beach and Larkin,2021
Venom: Let There Be Carnage,SM Film Productions,Montgomery and Green,2021
Vertigo,Alfred J. Hitchcock Productions,Palace of Fine Arts (3301 Lyon Street),1958
Vertigo,Alfred J. Hitchcock Productions,York Hotel (940 Sutter Street),1958
Vertigo,Alfred J. Hitchcock Productions,San Francisco Drydock (20th and Illinois Streets),1958
Vertigo,Alfred J. Hitchcock Productions,Park Hill Sanatorium (351 Buena Vista Avenue East),1958
Vertigo,Alfred J. Hitchcock Productions,Mission San Juan Bautista (2nd & Mariposa Streets),1958
Vertigo,Alfred J. Hitchcock Productions,"Mission Dolores (3321 16th Street, Mission District)",1958
Vertigo,Alfred J. Hitchcock Productions,Gough & Eddy Streets (Western Addition),1958
Vertigo,Alfred J. Hitchcock Productions,"Fort Point (Presidio, Golden Gate National Recreation Area)",1958
Vertigo,Alfred J. Hitchcock Productions,"Fairmont Hotel (950 Mason Street, Nob Hill)",1958
Vertigo,Alfred J. Hitchcock Productions,Ernie's Restaurant (847 Montgomery Street),1958
Vertigo,Alfred J. Hitchcock Productions,Conservatory of Flowers (Golden Gate Park),1958
Vertigo,Alfred J. Hitchcock Productions,Claude Lane at Bush Street,1958
Vertigo,Alfred J. Hitchcock Productions,"California Palace of the Legion of Honor (34th Avenue & Clement, Linco",1958
Vertigo,Alfred J. Hitchcock Productions,Brocklebank Apartments (1000 Mason Street),1958
Vertigo,Alfred J. Hitchcock Productions,900 Lombard Street,1958
Vertigo,Alfred J. Hitchcock Productions,1007 Gough Street,1958
What Dreams May Come,Polygram Filmed Entertainment,Treasure Island,1998
What's Up Doc?,Warner Bros. Pictures,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",1972
What's Up Doc?,Warner Bros. Pictures,San Francisco Hilton (333 O'Farrell Street),1972
What's Up Doc?,Warner Bros. Pictures,Lombard Street between Hyde and Leavenworth,1972
What's Up Doc?,Warner Bros. Pictures,Hyde Street Pier,1972
What's Up Doc?,Warner Bros. Pictures,Chinatown,1972
What's Up Doc?,Warner Bros. Pictures,Alta Plaza Park (Steiner Street),1972
What's Up Doc?,Warner Bros. Pictures,22nd Avenue & Balboa Street (Richmond District),1972
What the Bleep Do We Know,Captured Light,Golden Gate National Recreation Area,2004
When a Man Loves a Woman,Touchstone Pictures,Buena Vista Café (2765 Hyde Street),1994
When a Man Loves a Woman,Touchstone Pictures,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)",1994
When a Man Loves a Woman,Touchstone Pictures,Spring Valley School (1451 Jackson Street),1994
When a Man Loves a Woman,Touchstone Pictures,"International Studies Academy (993 Vermont Street, Potrero Hill)",1994
When a Man Loves a Woman,Touchstone Pictures,Grant Street at Pacific Avenue,1994
When a Man Loves a Woman,Touchstone Pictures,Cybelle's Pizza (1000 Bush Street),1994
When a Man Loves a Woman,Touchstone Pictures,766 Vallejo Street at Stockton Street (North Beach),1994
When a Man Loves a Woman,Touchstone Pictures,1521 Masonic Avenue at Piedmont Street,1994
When We Rise,Film 49 Productions,City Hall,2017
When We Rise,Film 49 Productions,United Nations Plaza,2017
When We Rise,Film 49 Productions,520 Castro St.,2017
When We Rise,Film 49 Productions,"Castro Theatre, 429 Castro St.",2017
When We Rise,Film 49 Productions,440 Castro St.,2017
When We Rise,Film 49 Productions,Bay Bridge,2017
When We Rise,Film 49 Productions,24th St. between Florida and Alabama,2017
When We Rise,Film 49 Productions,"Harvey Milk Plaza, 17th and Castro",2017
When We Rise,Film 49 Productions,"Twin Peaks Bar, 401 Castro",2017
When We Rise,Film 49 Productions,"Women's Building, 3543 18th St.",2017
When We Rise,Film 49 Productions,Buena Vista Park,2017
When We Rise,Film 49 Productions,Haight St. at Central,2017
When We Rise,Film 49 Productions,"Eureka Arts Center, 4400 20th St.",2017
When We Rise,Film 49 Productions,Castro St. between 17th and 18th St.,2017
When We Rise,Film 49 Productions,426 Castro St.,2017
When We Rise,Film 49 Productions,Powell St. at Market St.,2017
Woman on the Run,Fidelity Pictures Corporation,Former Hall of Justice (750 Kearny Street at Washington),1950
Woman on the Run,Fidelity Pictures Corporation,835-865 Market Street at 5th Street,1950
Woman on the Run,Fidelity Pictures Corporation,819 Mason Street at Pine,1950
Woman on the Run,Fidelity Pictures Corporation,772 Commercial Street at Kearney,1950
Woman on the Run,Fidelity Pictures Corporation,1801 Laguna at Bush,1950
Woman on the Run,Fidelity Pictures Corporation,Cable Car Signal Box (California Street at Powell Street),1950
Woman on Top,Fox Searchlight Pictures,312 Fillmore Street,2000
Women is Losers,Look at the Moon Pictures,Immaculate Conception Academy - 3625 24th St,2020
Women is Losers,Look at the Moon Pictures,2712 Bryant St,2020
Women is Losers,Look at the Moon Pictures,1132 Florida St,2020
Women is Losers,Look at the Moon Pictures,44 Edna St,2020
Women is Losers,Look at the Moon Pictures,St. John's United Church - 501 Laguna Honda Blvd.,2020
Women is Losers,Look at the Moon Pictures,Laguna Honda Hospital - 375 Laguna Honda Blvd.,2020
Women is Losers,Look at the Moon Pictures,1336 Rhode Island St,2020
Women is Losers,Look at the Moon Pictures,Pop's Bar - 2800 24th St,2020
Women is Losers,Look at the Moon Pictures,Dolores Park,2020
Women is Losers,Look at the Moon Pictures,MUNI Yard - 425 Geneva Ave,2020
Women is Losers,Look at the Moon Pictures,F Train Charter,2020
Women is Losers,Look at the Moon Pictures,Capp St at 25th St,2020
Women is Losers,Look at the Moon Pictures,1080 Capp St,2020
Women is Losers,Look at the Moon Pictures,26 Edna St,2020
Women is Losers,Look at the Moon Pictures,119 Vernon St,2020
Women is Losers,Look at the Moon Pictures,3202 Folsom St,2020
Women is Losers,Look at the Moon Pictures,110 Pierce St,2020
Women is Losers,Look at the Moon Pictures,Balmy Alley,2020
"Yours, Mine and Ours",Desilu Productions,,1968
Zodiac,Paramount Pictures,SF Chronicle Building (901 Mission St),2007
